AOP ID,Title,OECD Status,License,Handbook Version,Completion %,Raw Score,Max Score,Events,KERs,Stressors,Empty Free Text Fields,Empty Structured Fields
199,ER mediated breast cancer AOP ,,BY-SA,1.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
239,Oxidative Stress Leading to ILC2-mediated Respiratory Epithelial Remodeling,,BY-SA,1.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
240,DNA Adducts Leading to Liver Hemangiosarcoma,,BY-SA,1.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
283,L-type calcium channel blockade leading to hypotension,Under Development,All rights reserved,2.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
369,Photosystem II antagonism leading to growth inhibition via oxidative damage,,BY-SA,2.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
370,Photosystem II antagonism leading to growth inhibition via suppression of photosynthesis,,BY-SA,2.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
371,Photosystem II antagonism leading to growth inhibition via dysregulation of growth hormone,,BY-SA,2.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
373,Mitochondrial dysfunction to metabolic diseases,,BY-SA,2.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
404,Metabolic Syndrome leading to Toll Like Receptor dysregulation,,BY-SA,2.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
408,Imbalance in redox homeostasis leading to structural damage to tissues,,BY-SA,2.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
438,reactive oxygen species generation leading to increased cardiovascular morbidity and mortality,,All rights reserved,2.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
446,PM-related Adverse outcome pathway frameworks on various systems,,BY-SA,2.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
448,"ROS, inflammation, and activation of nAChR lead to increased incidence of cardiovascular morbidity and mortality",,BY-SA,2.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
453,Reactive oxygen species and subsequent oxidative stress lead to increased incidence of digestive morbidity and mortality in the general population ,,BY-SA,2.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
461,Deposition of ionising energy leads to population decline via impaired oogenesis and spermatogenesis,,BY-SA,2.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
469,Reactive oxygen speicies overproduction leading to increased digestive morbidity and mortality in generation population,,BY-SA,2.5,10.53,2,19,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
514,PLK1 Activation leading to hepatocyte apoptosis-associate liver injury via autophagy-mediated excessive COX6A1 degradation and impaired function of mitochondrial respiratory chain complex IV ,,All rights reserved,2.6,10.53,2,19,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
515,An overview of adverse outcome pathway linked between PM2.5 exposure and congenital heart defects,,All rights reserved,2.6,10.53,2,19,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
607,Per and Polyfluoro Alkylating Substances and Microbiota-Gut-Brain Axis,,All rights reserved,2.7,10.53,2,19,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
617,The adverse outcome pathway of vascular calcification,,All rights reserved,2.7,10.53,2,19,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
621,NOX2 Driven Oxidative Stress-Induced α-Synuclein Radical Formation and Tau Nitration Leading to Neurodegeneration,,Open for adoption,2.7,10.53,2,19,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
